"site_id","latitude","longitude","elevation_in_meters","state","species_id","genus","species","common_name","kingdom","individual_id","phenophase_id","phenophase_description","first_yes_year","first_yes_month","first_yes_day","first_yes_doy","first_yes_julian_date","numdays_since_prior_no","last_yes_year","last_yes_month","last_yes_day","last_yes_doy","last_yes_julian_date","numdays_until_next_no","gdd","gddf","tmax_winter","tmax_spring","tmax_summer","tmax_fall","tmax","tmaxf","tmin_winter","tmin_spring","tmin_summer","tmin_fall","tmin","tminf","prcp_winter","prcp_spring","prcp_summer","prcp_fall","prcp","acc_prcp","daylength"
12003,35.664433,-83.59095,636,"TN",98,"Betula","lenta","sweet birch","Plantae",50697,498,"Colored leaves",2015,8,30,242,2457265,11,2015,8,30,242,2457265,2,3437.5,6187.5,7.61,20.34,27.84,18.81,26,78.8,-3.12,7.46,16.78,6.97,16,60.8,303,349,428,341,0,978,46310
12003,35.664433,-83.59095,636,"TN",98,"Betula","lenta","sweet birch","Plantae",50697,498,"Colored leaves",2015,9,27,270,2457293,5,2015,10,20,293,2457316,8,3987.5,7177.5,7.61,20.34,27.84,18.81,23,73.4,-3.12,7.46,16.78,6.97,14.5,58.1,303,349,428,341,0,1026,42163
12003,35.664433,-83.59095,636,"TN",98,"Betula","lenta","sweet birch","Plantae",50697,498,"Colored leaves",2015,11,1,305,2457328,4,2015,11,1,305,2457328,5,4496.75,8094.15,7.61,20.34,27.84,18.81,17,62.6,-3.12,7.46,16.78,6.97,7.5,45.5,303,349,428,341,2,1202,37670
16257,41.211025,-73.826889,696,"NY",98,"Betula","lenta","sweet birch","Plantae",69416,498,"Colored leaves",2015,8,18,230,2457253,14,2015,11,5,309,2457332,7,2613.75,4704.75,1.53,15.14,27.35,17.23,32,89.6,-7.76,3.23,16.43,6.7,20,68,297,222,290,264,0,672,48730
16257,41.211025,-73.826889,696,"NY",98,"Betula","lenta","sweet birch","Plantae",69424,498,"Colored leaves",2015,8,27,239,2457262,9,2015,9,21,264,2457287,7,2822.75,5080.95,1.53,15.14,27.35,17.23,25.5,77.9,-7.76,3.23,16.43,6.7,14.5,58.1,297,222,290,264,0,687,47347
16257,41.211025,-73.826889,696,"NY",98,"Betula","lenta","sweet birch","Plantae",69424,498,"Colored leaves",2015,10,16,289,2457312,7,2015,10,29,302,2457325,14,3731.25,6716.25,1.53,15.14,27.35,17.23,16,60.8,-7.76,3.23,16.43,6.7,6,42.8,297,222,290,264,0,824,39053
16257,41.211025,-73.826889,696,"NY",98,"Betula","lenta","sweet birch","Plantae",69430,498,"Colored leaves",2015,8,18,230,2457253,14,2015,9,21,264,2457287,7,2613.75,4704.75,1.53,15.14,27.35,17.23,32,89.6,-7.76,3.23,16.43,6.7,20,68,297,222,290,264,0,672,48730
16257,41.211025,-73.826889,696,"NY",98,"Betula","lenta","sweet birch","Plantae",69430,498,"Colored leaves",2015,10,16,289,2457312,7,2015,10,22,295,2457318,7,3731.25,6716.25,1.53,15.14,27.35,17.23,16,60.8,-7.76,3.23,16.43,6.7,6,42.8,297,222,290,264,0,824,39053
16257,41.211025,-73.826889,696,"NY",98,"Betula","lenta","sweet birch","Plantae",69432,498,"Colored leaves",2015,8,18,230,2457253,14,2015,10,22,295,2457318,7,2613.75,4704.75,1.53,15.14,27.35,17.23,32,89.6,-7.76,3.23,16.43,6.7,20,68,297,222,290,264,0,672,48730
16257,41.211025,-73.826889,696,"NY",98,"Betula","lenta","sweet birch","Plantae",69433,498,"Colored leaves",2015,8,18,230,2457253,14,2015,8,18,230,2457253,9,2613.75,4704.75,1.53,15.14,27.35,17.23,32,89.6,-7.76,3.23,16.43,6.7,20,68,297,222,290,264,0,672,48730
16257,41.211025,-73.826889,696,"NY",98,"Betula","lenta","sweet birch","Plantae",69433,498,"Colored leaves",2015,9,2,245,2457268,6,2015,9,4,247,2457270,17,2958.75,5325.75,1.53,15.14,27.35,17.23,31.5,88.7,-7.76,3.23,16.43,6.7,17,62.6,297,222,290,264,0,687,46310
16257,41.211025,-73.826889,696,"NY",98,"Betula","lenta","sweet birch","Plantae",69433,498,"Colored leaves",2015,10,6,279,2457302,8,2015,10,22,295,2457318,7,3595,6471,1.53,15.14,27.35,17.23,20.5,68.9,-7.76,3.23,16.43,6.7,6,42.8,297,222,290,264,0,820,40435
17582,35.770512,-83.111603,610,"TN",98,"Betula","lenta","sweet birch","Plantae",67710,498,"Colored leaves",2015,9,27,270,2457293,28,2015,10,30,303,2457326,-9999,4177.5,7519.5,8.35,21.43,29.09,19.74,22.5,72.5,-2.64,7.91,17.21,7.23,15,59,233,315,448,284,0,974,42163
17582,35.770512,-83.111603,610,"TN",98,"Betula","lenta","sweet birch","Plantae",67720,498,"Colored leaves",2015,9,27,270,2457293,28,2015,10,14,287,2457310,16,4177.5,7519.5,8.35,21.43,29.09,19.74,22.5,72.5,-2.64,7.91,17.21,7.23,15,59,233,315,448,284,0,974,42163
17582,35.770512,-83.111603,610,"TN",98,"Betula","lenta","sweet birch","Plantae",67726,498,"Colored leaves",2015,9,27,270,2457293,28,2015,10,14,287,2457310,16,4177.5,7519.5,8.35,21.43,29.09,19.74,22.5,72.5,-2.64,7.91,17.21,7.23,15,59,233,315,448,284,0,974,42163
17680,44.924969,-92.789955,249,"MN",99,"Betula","papyrifera","paper birch","Plantae",68455,498,"Colored leaves",2015,10,1,274,2457297,148,2015,10,21,294,2457317,15,3275.25,5895.45,-4.21,13.68,25.91,12.15,17,62.6,-12.63,1.74,15.29,1.96,4.5,40.1,39,175,467,111,0,789,41126
17702,39.642292,-78.939201,588,"MD",98,"Betula","lenta","sweet birch","Plantae",68842,498,"Colored leaves",2015,8,20,232,2457255,55,2015,10,22,295,2457318,8,2506.5,4511.7,0.87,15.51,25.3,15.07,28,82.4,-8.58,2.22,14.18,4.27,19,66.2,157,295,383,200,20,759,48038
18524,40.860325,-73.878471,26,"NY",98,"Betula","lenta","sweet birch","Plantae",73254,498,"Colored leaves",2015,10,7,280,2457303,19,2015,11,4,308,2457331,14,3979.25,7162.65,2.85,16.05,28.65,18.13,22.5,72.5,-5.19,5.32,18.87,9.19,11.5,52.7,374,217,253,275,0,836,40435
18536,40.866119,-73.879341,25,"NY",99,"Betula","papyrifera","paper birch","Plantae",73381,498,"Colored leaves",2015,9,16,259,2457282,7,2015,11,5,309,2457332,-9999,3596.75,6474.15,2.85,16.05,28.65,18.13,30.5,86.9,-5.19,5.32,18.87,9.19,16,60.8,374,217,253,275,0,756,43891
18537,40.86404,-73.878288,28,"NY",98,"Betula","lenta","sweet birch","Plantae",73419,498,"Colored leaves",2015,10,13,286,2457309,19,2015,10,27,300,2457323,7,4077.25,7339.05,2.85,16.05,28.65,18.13,23,73.4,-5.19,5.32,18.87,9.19,13,55.4,374,217,253,275,0,846,39398
19805,46.818321,-92.084106,331,"MN",97,"Betula","alleghaniensis","yellow birch","Plantae",80440,498,"Colored leaves",2015,2,6,37,2457060,-9999,2015,5,4,124,2457147,-9999,0,0,-6.33,10.98,24.09,9.62,-6,21.2,-15.09,-1.65,11.81,0,-14.5,5.9,76,164,272,127,0,11,34560
20206,42.301922,-71.123932,36,"MA",97,"Betula","alleghaniensis","yellow birch","Plantae",85759,498,"Colored leaves",2015,7,26,207,2457230,5,2015,7,26,207,2457230,2,1961.75,3531.15,1.64,14.46,26.95,17.19,25,77,-8.17,2.55,15.68,6.51,15.5,59.9,375,149,277,337,0,564,52186
20206,42.301922,-71.123932,36,"MA",97,"Betula","alleghaniensis","yellow birch","Plantae",85759,498,"Colored leaves",2015,8,6,218,2457241,3,2015,8,6,218,2457241,4,2232,4017.6,1.64,14.46,26.95,17.19,28.5,83.3,-8.17,2.55,15.68,6.51,14.5,58.1,375,149,277,337,0,578,50803
20206,42.301922,-71.123932,36,"MA",97,"Betula","alleghaniensis","yellow birch","Plantae",85759,498,"Colored leaves",2015,9,7,250,2457273,1,2015,9,14,257,2457280,1,2956.75,5322.15,1.64,14.46,26.95,17.19,32.5,90.5,-8.17,2.55,15.68,6.51,15.5,59.9,375,149,277,337,0,623,45619
20206,42.301922,-71.123932,36,"MA",97,"Betula","alleghaniensis","yellow birch","Plantae",85759,498,"Colored leaves",2015,9,19,262,2457285,4,2015,9,19,262,2457285,2,3217,5790.6,1.64,14.46,26.95,17.19,29,84.2,-8.17,2.55,15.68,6.51,15,59,375,149,277,337,0,646,43546
20206,42.301922,-71.123932,36,"MA",97,"Betula","alleghaniensis","yellow birch","Plantae",85759,498,"Colored leaves",2015,9,27,270,2457293,6,2015,9,27,270,2457293,1,3339.75,6011.55,1.64,14.46,26.95,17.19,20.5,68.9,-8.17,2.55,15.68,6.51,3.5,38.3,375,149,277,337,0,646,42163
20206,42.301922,-71.123932,36,"MA",97,"Betula","alleghaniensis","yellow birch","Plantae",85759,498,"Colored leaves",2015,10,5,278,2457301,7,2015,11,1,305,2457328,1,3458.5,6225.3,1.64,14.46,26.95,17.19,15,59,-8.17,2.55,15.68,6.51,7,44.6,375,149,277,337,0,731,40781
20206,42.301922,-71.123932,36,"MA",97,"Betula","alleghaniensis","yellow birch","Plantae",85761,498,"Colored leaves",2015,9,6,249,2457272,6,2015,9,7,250,2457273,7,2932.75,5278.95,1.64,14.46,26.95,17.19,29,84.2,-8.17,2.55,15.68,6.51,12,53.6,375,149,277,337,0,623,45619
20206,42.301922,-71.123932,36,"MA",97,"Betula","alleghaniensis","yellow birch","Plantae",85761,498,"Colored leaves",2015,9,27,270,2457293,6,2015,11,2,306,2457329,7,3339.75,6011.55,1.64,14.46,26.95,17.19,20.5,68.9,-8.17,2.55,15.68,6.51,3.5,38.3,375,149,277,337,0,646,42163
20206,42.301922,-71.123932,36,"MA",97,"Betula","alleghaniensis","yellow birch","Plantae",85762,498,"Colored leaves",2015,7,26,207,2457230,5,2015,7,26,207,2457230,2,1961.75,3531.15,1.64,14.46,26.95,17.19,25,77,-8.17,2.55,15.68,6.51,15.5,59.9,375,149,277,337,0,564,52186
20206,42.301922,-71.123932,36,"MA",97,"Betula","alleghaniensis","yellow birch","Plantae",85762,498,"Colored leaves",2015,8,28,240,2457263,4,2015,8,28,240,2457263,3,2732.75,4918.95,1.64,14.46,26.95,17.19,26.5,79.7,-8.17,2.55,15.68,6.51,13.5,56.3,375,149,277,337,0,622,47347
20206,42.301922,-71.123932,36,"MA",97,"Betula","alleghaniensis","yellow birch","Plantae",85762,498,"Colored leaves",2015,9,4,247,2457270,4,2015,9,4,247,2457270,2,2894.5,5210.1,1.64,14.46,26.95,17.19,26.5,79.7,-8.17,2.55,15.68,6.51,15.5,59.9,375,149,277,337,1,623,45965
20206,42.301922,-71.123932,36,"MA",97,"Betula","alleghaniensis","yellow birch","Plantae",85762,498,"Colored leaves",2015,9,7,250,2457273,1,2015,11,2,306,2457329,5,2956.75,5322.15,1.64,14.46,26.95,17.19,32.5,90.5,-8.17,2.55,15.68,6.51,15.5,59.9,375,149,277,337,0,623,45619
20206,42.301922,-71.123932,36,"MA",97,"Betula","alleghaniensis","yellow birch","Plantae",85763,498,"Colored leaves",2015,8,28,240,2457263,4,2015,8,28,240,2457263,3,2732.75,4918.95,1.64,14.46,26.95,17.19,26.5,79.7,-8.17,2.55,15.68,6.51,13.5,56.3,375,149,277,337,0,622,47347
20206,42.301922,-71.123932,36,"MA",97,"Betula","alleghaniensis","yellow birch","Plantae",85763,498,"Colored leaves",2015,9,11,254,2457277,4,2015,9,11,254,2457277,3,3054.75,5498.55,1.64,14.46,26.95,17.19,23,73.4,-8.17,2.55,15.68,6.51,15.5,59.9,375,149,277,337,17,640,44928
20206,42.301922,-71.123932,36,"MA",97,"Betula","alleghaniensis","yellow birch","Plantae",85763,498,"Colored leaves",2015,9,19,262,2457285,4,2015,9,19,262,2457285,2,3217,5790.6,1.64,14.46,26.95,17.19,29,84.2,-8.17,2.55,15.68,6.51,15,59,375,149,277,337,0,646,43546
20206,42.301922,-71.123932,36,"MA",97,"Betula","alleghaniensis","yellow birch","Plantae",85763,498,"Colored leaves",2015,9,27,270,2457293,6,2015,9,27,270,2457293,1,3339.75,6011.55,1.64,14.46,26.95,17.19,20.5,68.9,-8.17,2.55,15.68,6.51,3.5,38.3,375,149,277,337,0,646,42163
20206,42.301922,-71.123932,36,"MA",97,"Betula","alleghaniensis","yellow birch","Plantae",85763,498,"Colored leaves",2015,10,9,282,2457305,4,2015,11,2,306,2457329,5,3512,6321.6,1.64,14.46,26.95,17.19,21,69.8,-8.17,2.55,15.68,6.51,8,46.4,375,149,277,337,0,731,40090
20206,42.301922,-71.123932,36,"MA",97,"Betula","alleghaniensis","yellow birch","Plantae",85764,498,"Colored leaves",2015,7,26,207,2457230,5,2015,7,26,207,2457230,1,1961.75,3531.15,1.64,14.46,26.95,17.19,25,77,-8.17,2.55,15.68,6.51,15.5,59.9,375,149,277,337,0,564,52186
20206,42.301922,-71.123932,36,"MA",97,"Betula","alleghaniensis","yellow birch","Plantae",85764,498,"Colored leaves",2015,8,6,218,2457241,3,2015,8,6,218,2457241,4,2232,4017.6,1.64,14.46,26.95,17.19,28.5,83.3,-8.17,2.55,15.68,6.51,14.5,58.1,375,149,277,337,0,578,50803
20206,42.301922,-71.123932,36,"MA",97,"Betula","alleghaniensis","yellow birch","Plantae",85764,498,"Colored leaves",2015,8,16,228,2457251,6,2015,8,16,228,2457251,1,2447.75,4405.95,1.64,14.46,26.95,17.19,32,89.6,-8.17,2.55,15.68,6.51,18,64.4,375,149,277,337,13,608,49075
20206,42.301922,-71.123932,36,"MA",97,"Betula","alleghaniensis","yellow birch","Plantae",85764,498,"Colored leaves",2015,8,28,240,2457263,4,2015,8,28,240,2457263,3,2732.75,4918.95,1.64,14.46,26.95,17.19,26.5,79.7,-8.17,2.55,15.68,6.51,13.5,56.3,375,149,277,337,0,622,47347
20206,42.301922,-71.123932,36,"MA",97,"Betula","alleghaniensis","yellow birch","Plantae",85764,498,"Colored leaves",2015,9,4,247,2457270,4,2015,9,19,262,2457285,2,2894.5,5210.1,1.64,14.46,26.95,17.19,26.5,79.7,-8.17,2.55,15.68,6.51,15.5,59.9,375,149,277,337,1,623,45965
20206,42.301922,-71.123932,36,"MA",97,"Betula","alleghaniensis","yellow birch","Plantae",85764,498,"Colored leaves",2015,9,27,270,2457293,6,2015,11,1,305,2457328,1,3339.75,6011.55,1.64,14.46,26.95,17.19,20.5,68.9,-8.17,2.55,15.68,6.51,3.5,38.3,375,149,277,337,0,646,42163
20250,40.976376,-73.689102,14,"NY",98,"Betula","lenta","sweet birch","Plantae",91155,498,"Colored leaves",2015,9,24,267,2457290,133,2015,9,24,267,2457290,14,3693.25,6647.85,2.74,15.96,28.63,18.01,26.5,79.7,-5.79,4.71,18.19,8.69,12.5,54.5,314,202,258,282,0,719,42509
20250,40.976376,-73.689102,14,"NY",98,"Betula","lenta","sweet birch","Plantae",91155,498,"Colored leaves",2015,10,29,302,2457325,21,2015,10,29,302,2457325,-9999,4195,7551,2.74,15.96,28.63,18.01,22.5,72.5,-5.79,4.71,18.19,8.69,13,55.4,314,202,258,282,31,859,36979
20250,40.976376,-73.689102,14,"NY",98,"Betula","lenta","sweet birch","Plantae",91200,498,"Colored leaves",2015,10,29,302,2457325,7,2015,11,5,309,2457332,-9999,4195,7551,2.74,15.96,28.63,18.01,22.5,72.5,-5.79,4.71,18.19,8.69,13,55.4,314,202,258,282,31,859,36979
20250,40.976376,-73.689102,14,"NY",98,"Betula","lenta","sweet birch","Plantae",91203,498,"Colored leaves",2015,9,24,267,2457290,133,2015,10,1,274,2457297,7,3693.25,6647.85,2.74,15.96,28.63,18.01,26.5,79.7,-5.79,4.71,18.19,8.69,12.5,54.5,314,202,258,282,0,719,42509
20573,39.031677,-79.408554,1064,"WV",97,"Betula","alleghaniensis","yellow birch","Plantae",87583,498,"Colored leaves",2015,9,15,258,2457281,55,2015,11,9,313,2457336,30,2654.5,4778.1,-0.23,13.53,22.78,12.88,18.5,65.3,-9.72,1.67,12.51,2.69,2,35.6,301,407,428,316,0,1069,44237
20702,44.284657,-73.982742,569,"NY",97,"Betula","alleghaniensis","yellow birch","Plantae",88493,498,"Colored leaves",2015,9,28,271,2457294,12,2015,10,7,280,2457303,-9999,2511.5,4520.7,-4.84,10.33,23.05,12.01,20.5,68.9,-16.94,-3.78,10.12,1.8,7,44.6,175,202,477,204,0,813,41818
20702,44.284657,-73.982742,569,"NY",99,"Betula","papyrifera","paper birch","Plantae",88494,498,"Colored leaves",2015,9,8,251,2457274,104,2015,9,8,251,2457274,1,2221.5,3998.7,-4.84,10.33,23.05,12.01,27.5,81.5,-16.94,-3.78,10.12,1.8,16.5,61.7,175,202,477,204,5,769,45619
20702,44.284657,-73.982742,569,"NY",99,"Betula","papyrifera","paper birch","Plantae",88494,498,"Colored leaves",2015,9,16,259,2457282,7,2015,10,7,280,2457303,-9999,2352.5,4234.5,-4.84,10.33,23.05,12.01,26,78.8,-16.94,-3.78,10.12,1.8,8,46.4,175,202,477,204,0,804,43891
20811,35.336346,-80.793594,241,"NC",97,"Betula","alleghaniensis","yellow birch","Plantae",88794,498,"Colored leaves",2015,5,9,129,2457152,-9999,2015,5,9,129,2457152,-9999,1222.25,2200.05,10.57,22.9,32.61,21.9,28.5,83.3,-1.37,9.57,20.04,8.93,15,59,217,243,219,283,0,362,49421
21082,39.027878,-79.409424,1123,"WV",97,"Betula","alleghaniensis","yellow birch","Plantae",90883,498,"Colored leaves",2015,8,19,231,2457254,7,2015,8,19,231,2457254,-9999,2139,3850.2,-0.77,12.96,22.21,12.37,22.5,72.5,-10.09,1.43,12.15,2.43,15.5,59.9,307,417,437,327,5,1031,48038
21082,39.027878,-79.409424,1123,"WV",97,"Betula","alleghaniensis","yellow birch","Plantae",90884,498,"Colored leaves",2015,8,19,231,2457254,7,2015,8,19,231,2457254,-9999,2139,3850.2,-0.77,12.96,22.21,12.37,22.5,72.5,-10.09,1.43,12.15,2.43,15.5,59.9,307,417,437,327,5,1031,48038
21407,42.307365,-71.120773,15,"MA",97,"Betula","alleghaniensis","yellow birch","Plantae",93773,498,"Colored leaves",2015,9,14,257,2457280,31,2015,9,14,257,2457280,13,3112.25,5602.05,1.68,14.48,26.97,17.2,21.5,70.7,-8.14,2.58,15.69,6.53,12.5,54.5,372,151,273,335,3,641,44237
21407,42.307365,-71.120773,15,"MA",97,"Betula","alleghaniensis","yellow birch","Plantae",93773,498,"Colored leaves",2015,11,2,306,2457329,36,2015,11,2,306,2457329,7,3767.25,6781.05,1.68,14.48,26.97,17.2,17.5,63.5,-8.14,2.58,15.69,6.53,6.5,43.7,372,151,273,335,0,781,35942
21407,42.307365,-71.120773,15,"MA",97,"Betula","alleghaniensis","yellow birch","Plantae",93779,498,"Colored leaves",2015,9,6,249,2457272,15,2015,10,11,284,2457307,29,2936,5284.8,1.68,14.48,26.97,17.2,29,84.2,-8.14,2.58,15.69,6.53,12,53.6,372,151,273,335,0,618,45619
21407,42.307365,-71.120773,15,"MA",97,"Betula","alleghaniensis","yellow birch","Plantae",93780,498,"Colored leaves",2015,9,27,270,2457293,21,2015,10,26,299,2457322,-9999,3343,6017.4,1.68,14.48,26.97,17.2,20.5,68.9,-8.14,2.58,15.69,6.53,3.5,38.3,372,151,273,335,0,641,42163
21407,42.307365,-71.120773,15,"MA",97,"Betula","alleghaniensis","yellow birch","Plantae",95611,498,"Colored leaves",2015,9,27,270,2457293,-9999,2015,10,11,284,2457307,29,3343,6017.4,1.68,14.48,26.97,17.2,20.5,68.9,-8.14,2.58,15.69,6.53,3.5,38.3,372,151,273,335,0,641,42163
21407,42.307365,-71.120773,15,"MA",97,"Betula","alleghaniensis","yellow birch","Plantae",95612,498,"Colored leaves",2015,9,27,270,2457293,-9999,2015,10,26,299,2457322,14,3343,6017.4,1.68,14.48,26.97,17.2,20.5,68.9,-8.14,2.58,15.69,6.53,3.5,38.3,372,151,273,335,0,641,42163
21414,42.44883,-72.428421,333,"MA",98,"Betula","lenta","sweet birch","Plantae",96001,498,"Colored leaves",2015,10,16,289,2457312,-9999,2015,10,23,296,2457319,21,3133,5639.4,-1.78,12.57,25.18,14.35,14,57.2,-12.45,-0.75,13.08,3.57,0.5,32.9,337,168,488,335,0,1026,38707
21414,42.44883,-72.428421,333,"MA",98,"Betula","lenta","sweet birch","Plantae",96213,498,"Colored leaves",2015,10,16,289,2457312,-9999,2015,10,22,295,2457318,-9999,3133,5639.4,-1.78,12.57,25.18,14.35,14,57.2,-12.45,-0.75,13.08,3.57,0.5,32.9,337,168,488,335,0,1026,38707
21492,44.730141,-73.576591,166,"NY",99,"Betula","papyrifera","paper birch","Plantae",94274,498,"Colored leaves",2015,9,2,245,2457268,2,2015,10,12,285,2457308,-9999,2525.5,4545.9,-3.93,12.2,24.88,14.02,28.5,83.3,-14.03,0.17,13.68,4.43,15.5,59.9,127,121,417,144,0,587,46656
21752,42.3587,-71.165688,1,"MA",99,"Betula","papyrifera","paper birch","Plantae",110144,498,"Colored leaves",2015,10,30,303,2457326,-9999,2015,10,30,303,2457326,-9999,3731,6715.8,1.56,14.64,27.15,17.22,19.5,67.1,-8.43,2.38,15.48,6.23,5,41,373,156,260,303,2,780,36634
21801,42.455273,-76.497223,118,"NY",99,"Betula","papyrifera","paper birch","Plantae",95948,498,"Colored leaves",2015,10,2,275,2457298,-9999,2015,10,20,293,2457316,-9999,3273.25,5891.85,-1.16,13.55,26.21,15.68,14,57.2,-10.81,0.65,14.64,4.61,5,41,121,191,324,186,0,692,41126
23589,42.316795,-71.084755,31,"MA",97,"Betula","alleghaniensis","yellow birch","Plantae",110255,498,"Colored leaves",2015,9,16,259,2457282,-9999,2015,10,22,295,2457318,-9999,3151,5671.8,1.68,14.36,26.81,17.19,28.5,83.3,-7.97,2.69,15.82,6.7,14,57.2,378,156,281,338,0,664,43891
35877,63.873096,-149.216476,691,"AK",430,"Betula","nana","dwarf birch","Plantae",215875,498,"Colored leaves",2015,7,23,204,2457227,8,2015,9,10,253,2457276,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
35877,63.873096,-149.216476,691,"AK",430,"Betula","nana","dwarf birch","Plantae",215876,498,"Colored leaves",2015,7,28,209,2457232,5,2015,7,30,211,2457234,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
35877,63.873096,-149.216476,691,"AK",430,"Betula","nana","dwarf birch","Plantae",215876,498,"Colored leaves",2015,8,7,219,2457242,4,2015,9,10,253,2457276,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
35877,63.873096,-149.216476,691,"AK",430,"Betula","nana","dwarf birch","Plantae",215877,498,"Colored leaves",2015,7,15,196,2457219,-9999,2015,9,10,253,2457276,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
35877,63.873096,-149.216476,691,"AK",430,"Betula","nana","dwarf birch","Plantae",215880,498,"Colored leaves",2015,8,7,219,2457242,4,2015,9,10,253,2457276,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
35877,63.873096,-149.216476,691,"AK",430,"Betula","nana","dwarf birch","Plantae",215884,498,"Colored leaves",2015,7,23,204,2457227,8,2015,7,30,211,2457234,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
35877,63.873096,-149.216476,691,"AK",430,"Betula","nana","dwarf birch","Plantae",215884,498,"Colored leaves",2015,8,7,219,2457242,4,2015,9,10,253,2457276,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
